Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR5936131	(1, 65.29939999999999)	(2, 37.4803)	(3, 38.9656)	(4, 38.484)	(5, 26.173099999999998)	(6, 38.212)	(7, 39.5346)	(8, 40.4565)	(9, 60.66550000000001)	(10, 39.1226)	(11, 49.0075)	(12, 41.470800000000004)	(13, 49.5592)	(14, 51.195800000000006)	(15, 47.5894)	(16, 45.3023)	(17, 43.36)	(18, 43.3112)	(19, 44.1898)	(20, 44.8117)	(21, 44.6296)	(22, 44.8895)	(23, 45.0039)	(24, 44.811499999999995)	(25, 45.1785)	(26, 45.1589)	(27, 45.0004)	(28, 45.2146)	(29, 45.1751)	(30, 44.998)	(31, 45.092999999999996)	(32, 45.001999999999995)	(33, 44.7422)	(34, 45.0276)	(35, 45.128299999999996)	(36, 44.846399999999996)	(37, 45.2665)	(38, 45.2484)	(39, 45.067299999999996)	(40, 45.3421)	(41, 45.3129)	(42, 45.1042)	(43, 45.2481)	(44, 45.2581)	(45, 44.9445)	(46, 45.0705)	(47, 45.0577)	(48, 44.8418)	(49, 45.104)	(50, 45.1276)	(51, 45.0067)	(52, 45.1823)	(53, 45.243)	(54, 44.9834)	(55, 45.1269)	(56, 45.0646)	(57, 44.8622)	(58, 45.035199999999996)	(59, 45.139)	(60, 44.8825)	(61, 45.169599999999996)	(62, 45.1452)	(63, 44.987899999999996)	(64, 45.1319)	(65, 45.073)	(66, 44.839)	(67, 45.0648)	(68, 45.0992)	(69, 44.8304)	(70, 45.1148)	(71, 45.091)	(72, 44.9185)	(73, 45.1846)	(74, 45.164300000000004)	(75, 44.9709)	(76, 45.1438)	(77, 45.1267)	(78, 44.8743)	(79, 45.0839)	(80, 45.0417)	(81, 44.839600000000004)	(82, 45.096000000000004)	(83, 45.075700000000005)	(84, 44.9225)	(85, 45.0778)	(86, 45.1287)	(87, 44.9116)	(88, 45.0576)	(89, 45.054300000000005)	(90, 44.8594)	(91, 45.0254)	(92, 45.0661)	(93, 44.887100000000004)	(94, 45.0431)	(95, 45.0788)	(96, 44.949600000000004)	(97, 45.0649)	(98, 45.072)	(99, 44.848)	(100, 44.954)	(101, 44.908300000000004)
SRR5936197	(1, 65.0062)	(2, 36.9736)	(3, 38.7376)	(4, 38.405699999999996)	(5, 26.477)	(6, 38.7929)	(7, 40.0801)	(8, 40.055099999999996)	(9, 59.134)	(10, 39.9949)	(11, 49.1828)	(12, 41.8478)	(13, 49.5875)	(14, 51.07190000000001)	(15, 47.5152)	(16, 45.224)	(17, 43.1909)	(18, 43.1991)	(19, 44.0728)	(20, 44.567099999999996)	(21, 44.4366)	(22, 44.6973)	(23, 44.7674)	(24, 44.6076)	(25, 44.925)	(26, 44.8835)	(27, 44.718799999999995)	(28, 44.9932)	(29, 44.9557)	(30, 44.785000000000004)	(31, 44.8743)	(32, 44.7413)	(33, 44.5237)	(34, 44.7447)	(35, 44.8298)	(36, 44.6065)	(37, 44.9948)	(38, 44.9681)	(39, 44.8335)	(40, 45.110099999999996)	(41, 44.9662)	(42, 44.8892)	(43, 45.0259)	(44, 44.9416)	(45, 44.7076)	(46, 44.8084)	(47, 44.7372)	(48, 44.5484)	(49, 44.8423)	(50, 44.8432)	(51, 44.7598)	(52, 44.9326)	(53, 44.8801)	(54, 44.7211)	(55, 44.8602)	(56, 44.783699999999996)	(57, 44.5787)	(58, 44.8027)	(59, 44.7827)	(60, 44.634299999999996)	(61, 44.9517)	(62, 44.847)	(63, 44.7206)	(64, 44.8438)	(65, 44.775999999999996)	(66, 44.596799999999995)	(67, 44.8343)	(68, 44.757000000000005)	(69, 44.5775)	(70, 44.8356)	(71, 44.705600000000004)	(72, 44.6314)	(73, 44.9011)	(74, 44.8465)	(75, 44.7173)	(76, 44.852)	(77, 44.7477)	(78, 44.611200000000004)	(79, 44.7674)	(80, 44.7285)	(81, 44.556000000000004)	(82, 44.8029)	(83, 44.7192)	(84, 44.6647)	(85, 44.832)	(86, 44.771699999999996)	(87, 44.6341)	(88, 44.784)	(89, 44.7156)	(90, 44.5359)	(91, 44.7615)	(92, 44.6665)	(93, 44.573299999999996)	(94, 44.7955)	(95, 44.7309)	(96, 44.6602)	(97, 44.8037)	(98, 44.745000000000005)	(99, 44.5679)	(100, 44.685900000000004)	(101, 44.2809)
SRR5936221	(1, 64.6429)	(2, 37.8684)	(3, 39.0998)	(4, 39.0105)	(5, 26.6775)	(6, 38.9209)	(7, 40.3208)	(8, 40.842600000000004)	(9, 60.2202)	(10, 39.338699999999996)	(11, 49.6803)	(12, 41.7151)	(13, 49.648900000000005)	(14, 51.1305)	(15, 47.3511)	(16, 45.1945)	(17, 43.2347)	(18, 43.1384)	(19, 44.0451)	(20, 44.5463)	(21, 44.3564)	(22, 44.761)	(23, 44.8133)	(24, 44.5839)	(25, 44.9622)	(26, 44.9317)	(27, 44.715700000000005)	(28, 44.994499999999995)	(29, 44.9992)	(30, 44.7087)	(31, 44.8831)	(32, 44.8218)	(33, 44.469500000000004)	(34, 44.8242)	(35, 44.8737)	(36, 44.5984)	(37, 45.0437)	(38, 45.041599999999995)	(39, 44.8282)	(40, 45.151)	(41, 45.056200000000004)	(42, 44.8671)	(43, 45.055499999999995)	(44, 45.0793)	(45, 44.6657)	(46, 44.8585)	(47, 44.837199999999996)	(48, 44.5665)	(49, 44.8813)	(50, 44.992599999999996)	(51, 44.705099999999995)	(52, 44.9588)	(53, 44.954899999999995)	(54, 44.696200000000005)	(55, 44.8855)	(56, 44.948100000000004)	(57, 44.5915)	(58, 44.8557)	(59, 44.891)	(60, 44.6197)	(61, 45.0547)	(62, 44.931599999999996)	(63, 44.7752)	(64, 44.9399)	(65, 44.9483)	(66, 44.629999999999995)	(67, 44.888)	(68, 44.9093)	(69, 44.643100000000004)	(70, 44.9084)	(71, 44.911)	(72, 44.6395)	(73, 45.009)	(74, 44.9715)	(75, 44.7652)	(76, 44.913799999999995)	(77, 44.9029)	(78, 44.6404)	(79, 44.8691)	(80, 44.868)	(81, 44.6203)	(82, 44.9146)	(83, 44.8673)	(84, 44.638)	(85, 44.9281)	(86, 44.926500000000004)	(87, 44.675)	(88, 44.9123)	(89, 44.894099999999995)	(90, 44.6224)	(91, 44.900800000000004)	(92, 44.8402)	(93, 44.677299999999995)	(94, 44.907599999999995)	(95, 44.9047)	(96, 44.7163)	(97, 44.913)	(98, 44.9211)	(99, 44.6032)	(100, 44.8311)	(101, 44.7159)
SRR5946623	(1, 63.4809)	(2, 37.0481)	(3, 37.9807)	(4, 37.5507)	(5, 25.3369)	(6, 37.3315)	(7, 38.9471)	(8, 39.8504)	(9, 59.0979)	(10, 38.5253)	(11, 47.693999999999996)	(12, 40.2582)	(13, 48.4544)	(14, 49.661100000000005)	(15, 46.262100000000004)	(16, 44.050200000000004)	(17, 42.1144)	(18, 42.0462)	(19, 43.0249)	(20, 43.5287)	(21, 43.2969)	(22, 43.788199999999996)	(23, 43.731500000000004)	(24, 43.5417)	(25, 43.9906)	(26, 43.8587)	(27, 43.695499999999996)	(28, 44.0409)	(29, 43.9766)	(30, 43.7638)	(31, 43.9483)	(32, 43.7718)	(33, 43.4946)	(34, 43.8587)	(35, 43.8772)	(36, 43.5871)	(37, 44.1544)	(38, 44.0305)	(39, 43.8654)	(40, 44.2096)	(41, 44.0525)	(42, 43.8204)	(43, 44.1142)	(44, 44.0666)	(45, 43.6872)	(46, 44.0079)	(47, 43.824400000000004)	(48, 43.6629)	(49, 44.0726)	(50, 44.013600000000004)	(51, 43.8373)	(52, 44.1055)	(53, 44.014399999999995)	(54, 43.8257)	(55, 44.0886)	(56, 44.009)	(57, 43.7126)	(58, 44.013400000000004)	(59, 43.9741)	(60, 43.7933)	(61, 44.2397)	(62, 44.0388)	(63, 43.8341)	(64, 44.0809)	(65, 44.081900000000005)	(66, 43.8061)	(67, 44.004599999999996)	(68, 43.9908)	(69, 43.8188)	(70, 44.0653)	(71, 44.032)	(72, 43.7904)	(73, 44.1929)	(74, 44.0707)	(75, 43.8892)	(76, 44.1043)	(77, 43.9893)	(78, 43.7494)	(79, 44.1133)	(80, 43.9874)	(81, 43.7285)	(82, 44.102799999999995)	(83, 44.0)	(84, 43.822100000000006)	(85, 44.1432)	(86, 44.027300000000004)	(87, 43.8617)	(88, 44.101099999999995)	(89, 44.0215)	(90, 43.8147)	(91, 44.0996)	(92, 43.9876)	(93, 43.7811)	(94, 44.1375)	(95, 44.0212)	(96, 43.8716)	(97, 44.1843)	(98, 44.0641)	(99, 43.8093)	(100, 44.1193)	(101, 44.0431)
SRR5946691	(1, 63.037699999999994)	(2, 36.350100000000005)	(3, 37.7184)	(4, 37.31)	(5, 25.572699999999998)	(6, 37.9384)	(7, 39.2683)	(8, 40.036300000000004)	(9, 59.9246)	(10, 38.579)	(11, 48.8252)	(12, 41.1495)	(13, 49.09)	(14, 50.6997)	(15, 47.0066)	(16, 44.6286)	(17, 42.775400000000005)	(18, 42.686)	(19, 43.4803)	(20, 44.1788)	(21, 43.99)	(22, 44.221700000000006)	(23, 44.4157)	(24, 44.1828)	(25, 44.4358)	(26, 44.5402)	(27, 44.3245)	(28, 44.5298)	(29, 44.6433)	(30, 44.3625)	(31, 44.3828)	(32, 44.4521)	(33, 44.136199999999995)	(34, 44.3334)	(35, 44.5717)	(36, 44.231700000000004)	(37, 44.5715)	(38, 44.685399999999994)	(39, 44.467099999999995)	(40, 44.667699999999996)	(41, 44.684200000000004)	(42, 44.493300000000005)	(43, 44.561499999999995)	(44, 44.707)	(45, 44.2739)	(46, 44.391999999999996)	(47, 44.4608)	(48, 44.247)	(49, 44.4253)	(50, 44.5799)	(51, 44.371)	(52, 44.4797)	(53, 44.6178)	(54, 44.360699999999994)	(55, 44.4492)	(56, 44.5111)	(57, 44.198)	(58, 44.361)	(59, 44.4826)	(60, 44.2792)	(61, 44.5032)	(62, 44.5813)	(63, 44.3914)	(64, 44.4549)	(65, 44.5516)	(66, 44.2283)	(67, 44.3328)	(68, 44.4838)	(69, 44.2005)	(70, 44.3986)	(71, 44.4721)	(72, 44.2686)	(73, 44.4406)	(74, 44.5627)	(75, 44.331700000000005)	(76, 44.3708)	(77, 44.4178)	(78, 44.162600000000005)	(79, 44.3224)	(80, 44.4123)	(81, 44.1325)	(82, 44.3345)	(83, 44.4075)	(84, 44.210100000000004)	(85, 44.3932)	(86, 44.446999999999996)	(87, 44.1727)	(88, 44.283699999999996)	(89, 44.413399999999996)	(90, 44.1406)	(91, 44.2949)	(92, 44.3668)	(93, 44.129000000000005)	(94, 44.3054)	(95, 44.3795)	(96, 44.2135)	(97, 44.275999999999996)	(98, 44.3974)	(99, 44.0959)	(100, 44.1927)	(101, 44.230999999999995)
SRR5946876	(1, 63.8686)	(2, 39.987)	(3, 41.1993)	(4, 41.3416)	(5, 29.102800000000002)	(6, 40.903099999999995)	(7, 42.4812)	(8, 42.5817)	(9, 60.979000000000006)	(10, 40.9127)	(11, 51.038799999999995)	(12, 43.5452)	(13, 51.0304)	(14, 52.4452)	(15, 48.727399999999996)	(16, 46.7228)	(17, 44.8891)	(18, 44.7251)	(19, 45.7188)	(20, 46.2419)	(21, 46.0057)	(22, 46.448)	(23, 46.4602)	(24, 46.1575)	(25, 46.6368)	(26, 46.558699999999995)	(27, 46.2897)	(28, 46.6825)	(29, 46.616)	(30, 46.3142)	(31, 46.6582)	(32, 46.5072)	(33, 46.1633)	(34, 46.5005)	(35, 46.5685)	(36, 46.2146)	(37, 46.6613)	(38, 46.6429)	(39, 46.3708)	(40, 46.7418)	(41, 46.6181)	(42, 46.4178)	(43, 46.7551)	(44, 46.673500000000004)	(45, 46.300200000000004)	(46, 46.5374)	(47, 46.4249)	(48, 46.1138)	(49, 46.469300000000004)	(50, 46.5445)	(51, 46.2701)	(52, 46.6077)	(53, 46.5466)	(54, 46.2561)	(55, 46.5295)	(56, 46.4771)	(57, 46.129799999999996)	(58, 46.490700000000004)	(59, 46.469300000000004)	(60, 46.1422)	(61, 46.562799999999996)	(62, 46.474199999999996)	(63, 46.2312)	(64, 46.497899999999994)	(65, 46.4542)	(66, 46.137)	(67, 46.4489)	(68, 46.3791)	(69, 46.131699999999995)	(70, 46.4011)	(71, 46.385)	(72, 46.102399999999996)	(73, 46.4572)	(74, 46.4443)	(75, 46.1436)	(76, 46.456399999999995)	(77, 46.3426)	(78, 46.0992)	(79, 46.3681)	(80, 46.3027)	(81, 46.0066)	(82, 46.3793)	(83, 46.286300000000004)	(84, 46.0425)	(85, 46.3672)	(86, 46.3219)	(87, 46.0589)	(88, 46.333)	(89, 46.3097)	(90, 46.037800000000004)	(91, 46.319300000000005)	(92, 46.197500000000005)	(93, 45.9597)	(94, 46.3301)	(95, 46.2279)	(96, 46.0118)	(97, 46.3215)	(98, 46.2493)	(99, 45.9617)	(100, 46.243)	(101, 46.1018)
SRR5946902	(1, 63.6543)	(2, 37.5384)	(3, 39.8575)	(4, 39.607)	(5, 27.5974)	(6, 39.3657)	(7, 40.7507)	(8, 40.8183)	(9, 59.425700000000006)	(10, 40.6597)	(11, 49.5976)	(12, 42.1617)	(13, 49.8466)	(14, 51.2625)	(15, 47.8461)	(16, 45.596)	(17, 43.6046)	(18, 43.6191)	(19, 44.4328)	(20, 44.900600000000004)	(21, 44.7905)	(22, 45.089800000000004)	(23, 45.1216)	(24, 44.973)	(25, 45.388400000000004)	(26, 45.265100000000004)	(27, 45.089400000000005)	(28, 45.3854)	(29, 45.245999999999995)	(30, 45.1328)	(31, 45.269)	(32, 45.0862)	(33, 44.8753)	(34, 45.1662)	(35, 45.1623)	(36, 44.9784)	(37, 45.3647)	(38, 45.2834)	(39, 45.196799999999996)	(40, 45.4929)	(41, 45.3167)	(42, 45.2484)	(43, 45.374199999999995)	(44, 45.3282)	(45, 45.0494)	(46, 45.2225)	(47, 45.0944)	(48, 44.888600000000004)	(49, 45.2151)	(50, 45.150600000000004)	(51, 45.0719)	(52, 45.3546)	(53, 45.232299999999995)	(54, 45.0704)	(55, 45.2233)	(56, 45.1198)	(57, 44.952999999999996)	(58, 45.1837)	(59, 45.131)	(60, 44.9791)	(61, 45.2896)	(62, 45.2203)	(63, 45.0375)	(64, 45.2559)	(65, 45.1415)	(66, 44.9307)	(67, 45.2233)	(68, 45.1373)	(69, 44.947199999999995)	(70, 45.225100000000005)	(71, 45.083600000000004)	(72, 44.981500000000004)	(73, 45.3032)	(74, 45.2219)	(75, 45.0444)	(76, 45.2451)	(77, 45.0981)	(78, 44.9816)	(79, 45.205400000000004)	(80, 45.0656)	(81, 44.9648)	(82, 45.2458)	(83, 45.1011)	(84, 44.9757)	(85, 45.227000000000004)	(86, 45.136900000000004)	(87, 44.9974)	(88, 45.2536)	(89, 45.1053)	(90, 44.9311)	(91, 45.1657)	(92, 45.041799999999995)	(93, 44.9668)	(94, 45.1779)	(95, 45.1621)	(96, 45.0459)	(97, 45.2398)	(98, 45.1462)	(99, 44.981700000000004)	(100, 45.1513)	(101, 44.8677)
SRR5946910	(1, 63.855799999999995)	(2, 36.6141)	(3, 38.1405)	(4, 37.886399999999995)	(5, 25.941399999999998)	(6, 38.4653)	(7, 39.624500000000005)	(8, 40.275800000000004)	(9, 60.7279)	(10, 38.783)	(11, 49.5851)	(12, 41.5267)	(13, 49.6577)	(14, 51.3713)	(15, 47.5699)	(16, 45.2904)	(17, 43.3634)	(18, 43.2678)	(19, 44.0465)	(20, 44.7341)	(21, 44.564)	(22, 44.7667)	(23, 44.9882)	(24, 44.7164)	(25, 45.0306)	(26, 45.1015)	(27, 44.9025)	(28, 45.04)	(29, 45.164100000000005)	(30, 44.8907)	(31, 44.8975)	(32, 44.9647)	(33, 44.6303)	(34, 44.8579)	(35, 45.1037)	(36, 44.7468)	(37, 45.097300000000004)	(38, 45.1934)	(39, 44.9899)	(40, 45.176300000000005)	(41, 45.198100000000004)	(42, 44.9955)	(43, 45.0519)	(44, 45.2011)	(45, 44.797399999999996)	(46, 44.878)	(47, 44.976699999999994)	(48, 44.744499999999995)	(49, 44.947700000000005)	(50, 45.123999999999995)	(51, 44.9052)	(52, 45.0237)	(53, 45.1553)	(54, 44.8193)	(55, 44.9668)	(56, 45.0593)	(57, 44.7305)	(58, 44.860699999999994)	(59, 45.018299999999996)	(60, 44.7873)	(61, 45.014199999999995)	(62, 45.1237)	(63, 44.8771)	(64, 44.9603)	(65, 45.0424)	(66, 44.744099999999996)	(67, 44.8604)	(68, 45.012)	(69, 44.696799999999996)	(70, 44.908)	(71, 44.9673)	(72, 44.7556)	(73, 44.9339)	(74, 45.0514)	(75, 44.7825)	(76, 44.8476)	(77, 44.9161)	(78, 44.6753)	(79, 44.8019)	(80, 44.9185)	(81, 44.6255)	(82, 44.811299999999996)	(83, 44.920500000000004)	(84, 44.7277)	(85, 44.859500000000004)	(86, 44.9304)	(87, 44.6388)	(88, 44.7955)	(89, 44.8699)	(90, 44.606)	(91, 44.7592)	(92, 44.8391)	(93, 44.6455)	(94, 44.7581)	(95, 44.858599999999996)	(96, 44.6465)	(97, 44.734899999999996)	(98, 44.8494)	(99, 44.5861)	(100, 44.6428)	(101, 44.6526)
SRR5946975	(1, 64.5364)	(2, 38.1806)	(3, 39.6895)	(4, 38.981700000000004)	(5, 26.558999999999997)	(6, 38.9606)	(7, 40.6081)	(8, 41.335699999999996)	(9, 60.4399)	(10, 40.0127)	(11, 49.737700000000004)	(12, 42.2043)	(13, 50.1224)	(14, 51.5679)	(15, 48.1243)	(16, 45.860299999999995)	(17, 43.9338)	(18, 43.8496)	(19, 44.8153)	(20, 45.332899999999995)	(21, 45.205600000000004)	(22, 45.5646)	(23, 45.5804)	(24, 45.425)	(25, 45.7987)	(26, 45.6937)	(27, 45.6184)	(28, 45.9041)	(29, 45.8616)	(30, 45.6627)	(31, 45.8593)	(32, 45.6879)	(33, 45.4088)	(34, 45.7692)	(35, 45.772400000000005)	(36, 45.4768)	(37, 45.9311)	(38, 45.953)	(39, 45.7651)	(40, 46.0428)	(41, 45.9901)	(42, 45.8024)	(43, 45.9966)	(44, 45.9238)	(45, 45.617999999999995)	(46, 45.89)	(47, 45.7719)	(48, 45.5719)	(49, 45.9395)	(50, 45.9027)	(51, 45.7725)	(52, 46.015)	(53, 45.9444)	(54, 45.7051)	(55, 45.9136)	(56, 45.8793)	(57, 45.626400000000004)	(58, 45.8862)	(59, 45.8777)	(60, 45.6817)	(61, 46.0392)	(62, 45.952799999999996)	(63, 45.7636)	(64, 46.0119)	(65, 45.9502)	(66, 45.6824)	(67, 45.9316)	(68, 45.9287)	(69, 45.663199999999996)	(70, 45.9431)	(71, 45.919399999999996)	(72, 45.7429)	(73, 46.0393)	(74, 46.015699999999995)	(75, 45.7513)	(76, 45.9887)	(77, 45.9234)	(78, 45.7245)	(79, 45.9613)	(80, 45.8862)	(81, 45.669)	(82, 45.9584)	(83, 45.954299999999996)	(84, 45.6788)	(85, 46.0049)	(86, 45.988299999999995)	(87, 45.778999999999996)	(88, 46.0367)	(89, 45.946)	(90, 45.7166)	(91, 45.9709)	(92, 45.8825)	(93, 45.7459)	(94, 45.9872)	(95, 45.9557)	(96, 45.8038)	(97, 46.0048)	(98, 45.9808)	(99, 45.721000000000004)	(100, 45.969300000000004)	(101, 45.9448)
SRR5946993	(1, 68.17699999999999)	(2, 40.6182)	(3, 43.4982)	(4, 43.5075)	(5, 30.0187)	(6, 41.9219)	(7, 43.8563)	(8, 43.385200000000005)	(9, 62.4579)	(10, 43.2451)	(11, 52.9779)	(12, 45.2339)	(13, 53.6001)	(14, 54.7048)	(15, 51.5049)	(16, 49.2111)	(17, 46.8871)	(18, 47.0507)	(19, 48.1778)	(20, 48.2359)	(21, 48.3557)	(22, 48.8314)	(23, 48.511700000000005)	(24, 48.4819)	(25, 49.0321)	(26, 48.5527)	(27, 48.6229)	(28, 49.125600000000006)	(29, 48.6642)	(30, 48.642)	(31, 49.0421)	(32, 48.5364)	(33, 48.4426)	(34, 48.895300000000006)	(35, 48.573899999999995)	(36, 48.4948)	(37, 49.1454)	(38, 48.737)	(39, 48.7229)	(40, 49.1926)	(41, 48.6965)	(42, 48.720200000000006)	(43, 49.106899999999996)	(44, 48.6603)	(45, 48.5365)	(46, 48.9428)	(47, 48.4662)	(48, 48.4309)	(49, 48.970200000000006)	(50, 48.5617)	(51, 48.5831)	(52, 49.0214)	(53, 48.6693)	(54, 48.546)	(55, 48.9489)	(56, 48.5003)	(57, 48.435)	(58, 48.934)	(59, 48.5026)	(60, 48.5226)	(61, 49.0073)	(62, 48.5651)	(63, 48.5705)	(64, 49.004999999999995)	(65, 48.5502)	(66, 48.463699999999996)	(67, 48.903600000000004)	(68, 48.4715)	(69, 48.437799999999996)	(70, 48.8981)	(71, 48.4619)	(72, 48.4636)	(73, 48.9658)	(74, 48.5478)	(75, 48.5642)	(76, 48.883900000000004)	(77, 48.451)	(78, 48.4418)	(79, 48.8467)	(80, 48.4296)	(81, 48.3783)	(82, 48.8663)	(83, 48.4383)	(84, 48.4846)	(85, 48.937999999999995)	(86, 48.434)	(87, 48.417500000000004)	(88, 48.8314)	(89, 48.464200000000005)	(90, 48.3602)	(91, 48.7678)	(92, 48.3637)	(93, 48.3316)	(94, 48.8037)	(95, 48.324099999999994)	(96, 48.408699999999996)	(97, 48.7857)	(98, 48.3709)	(99, 48.3932)	(100, 48.7459)	(101, 48.699)
