Pathway,P_Omnibus_Kruskal,P_NonIBD_vs_CD,P_NonIBD_vs_UC,Mean_NonIBD,Mean_CD,Mean_UC,FDR_Omnibus,FDR_CD,FDR_UC,Status
PWY-7400: L-arginine biosynthesis IV (archaebacteria),3.85947543391378e-09,4.2564546899303e-10,4.4637281009122e-05,312.195947733333,261.190553145695,274.82197664042,2.47321486989577e-08,4.45508924212705e-09,0.000269540504555083,Depleted_in_UC
LACTOSECAT-PWY: lactose and galactose degradation I,0.000186075797681685,0.00321370316429804,4.56675244205697e-05,4.12595792,8.47919885099338,9.73663544094488,0.000471191939290719,0.00619081468459869,0.000270558540906772,Enriched_in_UC
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),4.08642043558363e-09,4.47050122774597e-10,4.68640420135928e-05,311.492873333333,260.395617715232,274.00913175853,2.56627203354652e-08,4.5281851145556e-09,0.000272505725782743,Depleted_in_UC
PWY-1042: glycolysis IV (plant cytosol),1.75206222751287e-10,1.313730245948e-11,7.61689898446511e-05,620.566525333333,559.387728476821,571.90737664042,1.50674875908687e-09,1.71879707178197e-10,0.000434855687476735,Depleted_in_UC
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),1.19800121185389e-09,1.10334663771284e-10,7.908176613583e-05,297.526738666667,242.753421688742,259.280111023622,8.48943618965505e-09,1.28315127496975e-09,0.000443422760118761,Depleted_in_UC
PWY-6572: chondroitin sulfate degradation I (bacterial),8.45049529894731e-05,0.000211024116925491,8.61231713460641e-05,16.2606174666667,15.090364602649,14.7865752755906,0.000257617041152374,0.000571220454436243,0.000474432908818669,Depleted_in_UC
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",0.000203662601402436,0.369123855283362,8.91468595176643e-05,78.7011301333333,79.1658023675497,63.5247703674541,0.000503543754648543,0.417796410786819,0.000482622653250804,Depleted_in_UC
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,0.000568661835930743,0.016918328598092,9.63517371196652e-05,95.0115590666667,96.1494970695364,80.1744754855643,0.00122301244165927,0.0272428470759021,0.000512787211111438,Depleted_in_UC
PWY-5103: L-isoleucine biosynthesis III,0.000419357193000126,0.0487908387142093,9.93411160021405e-05,415.215864,397.678967880795,377.868830971129,0.000954189555087244,0.0702767126434024,0.000519885173744535,Depleted_in_UC
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),0.000809406690640087,0.0490295611993696,0.000131027986225307,65.7542388533333,66.9854563907285,56.011073648294,0.00165034870688953,0.0702980923132514,0.000674471929094202,Depleted_in_UC
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),7.43392077572468e-06,3.61118197031102e-06,0.000135199068704503,79.9061262666667,94.7239469370861,92.3921008661417,2.9547482576931e-05,1.74447867488871e-05,0.000684717864084096,Enriched_in_UC
PWY-6892: thiazole biosynthesis I (E. coli),3.38228446945789e-15,1.35186840493875e-16,0.000138253531707556,168.028184266667,206.603544784768,185.818614698163,5.93273903726789e-14,3.2652821473136e-15,0.000689073158034484,Enriched_in_UC
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,1.24367536536348e-09,7.36729718270572e-11,0.000180059493183151,470.612648,438.988455794702,438.959912860892,8.48943618965505e-09,8.8974281360369e-10,0.00086982585937707,Depleted_in_UC
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,1.24367536536348e-09,7.36729718270572e-11,0.000180059493183151,470.612648,438.988455794702,438.959912860892,8.48943618965505e-09,8.8974281360369e-10,0.00086982585937707,Depleted_in_UC
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,1.3620578933396e-05,6.42208869306434e-06,0.000201078710049757,286.409983466667,316.43902615894,307.942310472441,5.03160210010159e-05,2.7623778761948e-05,0.000956647196297327,Enriched_in_UC
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,6.55470859961187e-06,0.267596178706349,0.000204936090848488,157.34284688,151.717092649007,171.050860367454,2.67295909127029e-05,0.315884210954112,0.000960446754125751,Enriched_in_UC
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,1.15436184851517e-05,5.08408860387303e-06,0.000211947117247969,279.498030666667,306.65937102649,297.110818871391,4.474933585602e-05,2.3136287269799e-05,0.000978696982586209,Enriched_in_UC
COLANSYN-PWY: colanic acid building blocks biosynthesis,0.000317360795576275,0.565682502840045,0.000274935642587551,87.1370910933334,86.0531261258278,74.8597797900263,0.000754934013719321,0.61890002052883,0.00125115640249987,Depleted_in_UC
P441-PWY: superpathway of N-acetylneuraminate degradation,2.21559976148265e-08,3.05938307982874e-09,0.00029493903474319,26.91867264,48.7358429635762,34.5479886955381,1.21961269065169e-07,2.40161571766556e-08,0.00132301224156231,Enriched_in_UC
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,5.25036197794832e-07,0.095610530614156,0.0003085790583816,12.2800802933333,18.0749553642384,12.1410447506562,2.32199107193771e-06,0.125717960724102,0.00136470175115243,Depleted_in_UC
GLUTORN-PWY: L-ornithine biosynthesis,1.09499151801394e-07,1.23448051609394e-08,0.000377820029001068,252.0909176,212.233868211921,225.641155905512,5.45757677232344e-07,8.49964966733471e-08,0.00164771512647688,Depleted_in_UC
