#mpa_v30_CHOCOPhlAn_201901
#/shares/CIBIO-Storage/CM/scratch/users/paolo.manghi/anaconda3/envs/mpa/bin/metaphlan --nproc 4 --input_type fastq --bowtie2db /shares/CIBIO-Storage/CM/news/users/francesco.beghini/hg/chocophlan/export_201901/metaphlan2/mpa_v30_CHOCOPhlAn_201901 --index mpa_v30_CHOCOPhlAn_201901 --force --bowtie2_exe /shares/CIBIO-Storage/CM/news/users/francesco.beghini/bowtie2-2.3.4.3-linux-x86_64/bowtie2 --bowtie2out /shares/CIBIO-Storage/CM/scratch/data/meta/HMP_2019_ibdmdb/metaphlan-3.0_v30_CHOCOPhlAn_201901/HSM7J4O7/HSM7J4O7.bowtie2.bz2 --samout /shares/CIBIO-Storage/CM/scratch/data/meta/HMP_2019_ibdmdb/metaphlan-3.0_v30_CHOCOPhlAn_201901/HSM7J4O7/HSM7J4O7.sam.bz2 -o /shares/CIBIO-Storage/CM/mir/data/meta/HMP_2019_ibdmdb/metaphlan-3.0_v30_CHOCOPhlAn_201901//HSM7J4O7_profile.tsv
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance
k__Bacteria	2	99.9982	
k__Archaea	2157	0.0018	
k__Bacteria|p__Bacteroidetes	2|976	77.84016	
k__Bacteria|p__Firmicutes	2|1239	21.08623	
k__Bacteria|p__Actinobacteria	2|201174	0.82451	
k__Bacteria|p__Proteobacteria	2|1224	0.2473	
k__Archaea|p__Euryarchaeota	2157|28890	0.0018	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	77.84016	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	20.84991	
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.71722	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.22981	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified		0.15432	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.10729	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.04806	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.03394	
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified		0.01535	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.00214	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.0018	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	77.84016	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	20.84991	
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.71722	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.22981	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified		0.15432	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.10729	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.04806	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.03394	
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified		0.01535	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.00214	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.0018	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	62.292	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	12.2731	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	9.29592	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	8.06769	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	5.62025	
